Week,This Week's Gross,Last Week's Gross,Diff $,Potential Gross,Gross % of Potential,Average Ticket,Top Ticket,Seats,Total,Per,This Week %,Last Week %,Diff %
,,,,,,,,Sold,Seats,,,,
06/16/2019,"$1,924,730 ","$1,960,837 ","($36,107)",$1 ,192473000.00%,$127.39 ,$240.00 ,"15,109","15,408",8,98.10%,98.90%,-0.80%
06/23/2019,"$1,992,828 ","$1,924,730 ","$68,098 ",$1 ,199282800.00%,$130.79 ,$240.00 ,"15,237","15,408",8,98.90%,98.10%,0.80%
06/30/2019,"$1,884,103 ","$1,992,828 ","($108,725)",$1 ,188410300.00%,$126.44 ,$240.00 ,"14,901","14,936",8,99.80%,98.90%,0.90%
07/07/2019,"$1,917,159 ","$1,884,103 ","$33,056 ",$1 ,191715900.00%,$131.08 ,$240.00 ,"14,626","14,936",8,97.90%,99.80%,-1.90%
07/14/2019,"$1,574,763 ","$1,917,159 ","($342,396)",$1 ,157476300.00%,$123.68 ,$240.00 ,"12,733","13,006",7,97.90%,97.90%,0%
07/21/2019,"$1,917,793 ","$1,574,763 ","$343,030 ",$1 ,191779300.00%,$126.26 ,$240.00 ,"15,189","15,408",8,98.60%,97.90%,0.70%
07/28/2019,"$2,076,615 ","$1,917,793 ","$158,822 ",$1 ,207661500.00%,$127.13 ,$240.00 ,"16,334","16,740",9,97.60%,98.60%,-1%
08/04/2019,"$1,839,043 ","$2,076,615 ","($237,572)",$1 ,183904300.00%,$127.92 ,$240.00 ,"14,377","14,456",8,99.50%,97.60%,1.90%
08/11/2019,"$1,766,537 ","$1,839,043 ","($72,506)",$1 ,176653700.00%,$124.98 ,$240.00 ,"14,135","14,456",8,97.80%,99.50%,-1.70%
08/18/2019,"$1,598,241 ","$1,766,537 ","($168,296)",$1 ,159824100.00%,$123.22 ,$240.00 ,"12,971","14,456",8,89.70%,97.80%,-8.10%
08/25/2019,"$1,398,360 ","$1,598,241 ","($199,880)",$1 ,139836050.00%,$117.96 ,$240.00 ,"11,855","14,456",8,82%,89.70%,-7.70%
09/01/2019,"$1,511,003 ","$1,398,360 ","$112,642 ",$1 ,151100300.00%,$116.07 ,$240.00 ,"13,018","14,456",8,90.10%,82%,8.10%
09/08/2019,"$1,351,232 ","$1,511,003 ","($159,770)",$1 ,135123250.00%,$96.26 ,$240.00 ,"14,037","14,456",8,97.10%,90.10%,7%
09/15/2019,"$1,451,092 ","$1,351,232 ","$99,859 ",$1 ,145109150.00%,$99.74 ,$240.00 ,"14,549","14,936",8,97.40%,97.10%,0.30%
09/22/2019,"$1,308,200 ","$1,451,092 ","($142,892)",$1 ,130820000.00%,$110.54 ,$240.00 ,"11,835","14,456",8,81.90%,97.40%,-15.50%
09/29/2019,"$1,376,195 ","$1,308,200 ","$67,995 ",$1 ,137619500.00%,$109.19 ,$240.00 ,"12,604","14,456",8,87.20%,81.90%,5.30%
10/06/2019,"$1,307,871 ","$1,376,195 ","($68,324)",$1 ,130787100.00%,$108.53 ,$240.00 ,"12,051","14,456",8,83.40%,87.20%,-3.80%
10/13/2019,"$1,839,657 ","$1,307,871 ","$531,786 ",$1 ,183965700.00%,$121.84 ,$240.00 ,"15,099","15,408",8,98%,83.40%,14.60%
10/20/2019,"$1,677,867 ","$1,839,657 ","($161,790)",$1 ,167786700.00%,$117.32 ,$240.00 ,"14,302","14,456",8,98.90%,98%,0.90%
10/27/2019,"$1,486,184 ","$1,677,867 ","($191,682)",$1 ,148618450.00%,$107.52 ,$240.00 ,"13,823","14,456",8,95.60%,98.90%,-3.30%
11/03/2019,"$1,441,624 ","$1,486,184 ","($44,561)",$1 ,144162350.00%,$106.87 ,$240.00 ,"13,490","14,456",8,93.30%,95.60%,-2.30%
11/10/2019,"$1,612,020 ","$1,441,624 ","$170,396 ",$1 ,161201950.00%,$114.37 ,$240.00 ,"14,095","14,456",8,97.50%,93.30%,4.20%
11/17/2019,"$1,324,358 ","$1,612,020 ","($287,661)",$1 ,132435850.00%,$110.37 ,$240.00 ,"11,999","14,456",8,83%,97.50%,-14.50%
11/24/2019,"$1,585,415 ","$1,324,358 ","$261,056 ",$1 ,158541500.00%,$117.00 ,$240.00 ,"13,550","14,456",8,93.70%,83%,10.70%
12/01/2019,"$2,200,777 ","$1,585,415 ","$615,362 ",$1 ,220077700.00%,$153.01 ,$240.00 ,"14,383","14,456",8,99.50%,93.70%,5.80%
12/08/2019,"$1,929,278 ","$2,200,777 ","($271,499)",$1 ,192927800.00%,$132.85 ,$240.00 ,"14,522","14,936",8,97.20%,99.50%,-2.30%
12/15/2019,"$2,022,209 ","$1,929,278 ","$92,931 ",$1 ,202220900.00%,$133.94 ,$240.00 ,"15,098","15,408",8,98%,97.20%,0.80%
12/22/2019,"$2,401,820 ","$2,022,209 ","$379,611 ",$1 ,240182000.00%,$155.88 ,$240.00 ,"15,408","15,408",8,100%,98%,2%
12/29/2019,"$3,217,944 ","$2,401,820 ","$816,124 ",$1 ,321794400.00%,$185.64 ,$240.00 ,"17,334","17,334",9,100%,100%,0%
01/05/2020,"$2,200,110 ","$3,217,944 ","($1,017,834)",$1 ,220011000.00%,$143.25 ,$240.00 ,"15,358","15,408",8,99.70%,100%,-0.30%
01/12/2020,"$1,337,825 ","$2,200,110 ","($862,285)",$1 ,133782500.00%,$100.69 ,$240.00 ,"13,287","14,456",8,91.90%,99.70%,-7.80%
01/19/2020,"$1,472,994 ","$1,337,825 ","$135,169 ",$1 ,147299400.00%,$108.27 ,$230.00 ,"13,605","14,456",8,94.10%,91.90%,2.20%
01/26/2020,"$1,469,430 ","$1,472,994 ","($3,563)",$1 ,146943050.00%,$102.79 ,$220.00 ,"14,296","14,456",8,98.90%,94.10%,4.80%
02/02/2020,"$1,301,830 ","$1,469,430 ","($167,600)",$1 ,130183000.00%,$90.42 ,$250.00 ,"14,397","14,456",8,99.60%,98.90%,0.70%
02/09/2020,"$1,410,132 ","$1,301,830 ","$108,302 ",$1 ,141013150.00%,$94.23 ,$250.00 ,"14,964","15,408",8,97.10%,99.60%,-2.50%
02/16/2020,"$1,528,895 ","$1,410,132 ","$118,764 ",$1 ,152889500.00%,$111.41 ,$250.00 ,"13,723","14,456",8,94.90%,97.10%,-2.20%
02/23/2020,"$1,602,999 ","$1,528,895 ","$74,104 ",$1 ,160299900.00%,$110.67 ,$250.00 ,"14,485","14,936",8,97%,94.90%,2.10%
03/01/2020,"$1,202,090 ","$1,602,999 ","($400,910)",$1 ,120208950.00%,$96.33 ,$250.00 ,"12,479","14,456",8,86.30%,97%,-10.70%
03/08/2020,"$1,254,306 ","$1,202,090 ","$52,216 ",$1 ,125430600.00%,$96.63 ,$250.00 ,"12,981","14,456",8,89.80%,86.30%,3.50%
09/19/2021,"$1,858,965 ","$1,254,306 ","$604,659 ",$1 ,185896500.00%,$137.88 ,$232.00 ,"13,482","13,482",7,100%,89.80%,10.20%
09/26/2021,"$1,775,297 ","$1,858,965 ","($83,668)",$1 ,177529700.00%,$131.70 ,$232.00 ,"13,480","13,482",7,100%,100%,0%
10/03/2021,"$1,650,078 ","$1,775,297 ","($125,219)",$1 ,165007800.00%,$129.98 ,$232.00 ,"12,695","13,006",7,97.60%,100%,-2.40%
10/10/2021,"$2,085,152 ","$1,650,078 ","$435,074 ",$1 ,208515200.00%,$135.63 ,$232.00 ,"15,374","15,408",8,99.80%,97.60%,2.20%
10/17/2021,"$1,920,067 ","$2,085,152 ","($165,085)",$1 ,192006700.00%,$126.94 ,$232.00 ,"15,126","15,408",8,98.20%,99.80%,-1.60%
10/24/2021,"$1,763,791 ","$1,920,067 ","($156,276)",$1 ,176379100.00%,$123.80 ,$232.00 ,"14,247","14,456",8,98.60%,98.20%,0.40%
10/31/2021,"$1,479,824 ","$1,763,791 ","($283,967)",$1 ,147982400.00%,$119.53 ,$232.00 ,"12,380","14,456",8,85.60%,98.60%,-13%
11/07/2021,"$1,666,845 ","$1,479,824 ","$187,021 ",$1 ,166684500.00%,$119.43 ,$232.00 ,"13,957","14,456",8,96.50%,85.60%,10.90%
11/14/2021,"$1,746,888 ","$1,666,845 ","$80,043 ",$1 ,174688800.00%,$122.21 ,$232.00 ,"14,294","14,456",8,98.90%,96.50%,2.40%
11/21/2021,"$1,630,228 ","$1,746,888 ","($116,660)",$1 ,163022800.00%,$122.14 ,$232.00 ,"13,347","14,456",8,92.30%,98.90%,-6.60%
11/28/2021,"$2,371,988 ","$1,630,228 ","$741,760 ",$1 ,237198800.00%,$154.12 ,$262.00 ,"15,391","15,408",8,99.90%,92.30%,7.60%
12/05/2021,"$1,123,827 ","$2,371,988 ","($1,248,161)",$1 ,112382700.00%,$131.58 ,$262.00 ,"8,541","9,035",5,94.50%,99.90%,-5.40%
12/12/2021,"$2,112,165 ","$1,123,827 ","$988,338 ",$1 ,211216500.00%,$140.45 ,$262.00 ,"15,039","15,408",8,97.60%,94.50%,3.10%
12/19/2021,"$2,156,392 ","$2,112,165 ","$44,227 ",$1 ,215639200.00%,$141.72 ,$262.00 ,"15,216","15,408",8,98.80%,97.60%,1.20%
12/26/2021,"$2,564,850 ","$2,156,392 ","$408,458 ",$1 ,256485000.00%,$167.12 ,$302.00 ,"15,347","15,408",8,99.60%,98.80%,0.80%
01/02/2022,"$2,780,165 ","$2,564,850 ","$215,315 ",$1 ,278016500.00%,$166.51 ,$262.00 ,"16,697","17,334",9,96.30%,99.60%,-3.30%
01/09/2022,"$1,123,096 ","$2,780,165 ","($1,657,069)",$1 ,112309600.00%,$114.37 ,$212.00 ,"9,820","14,456",8,67.90%,96.30%,-28.40%
01/16/2022,"$1,088,026 ","$1,123,096 ","($35,070)",$1 ,108802600.00%,$111.87 ,$212.00 ,"9,726","14,456",8,67.30%,67.90%,-0.60%
01/23/2022,"$1,030,381 ","$1,088,026 ","($57,645)",$1 ,103038100.00%,$98.86 ,$212.00 ,"10,423","12,649",7,82.40%,67.30%,15.10%
01/30/2022,"$910,557 ","$1,030,381 ","($119,824)",$1 ,91055700.00%,$93.83 ,$212.00 ,"9,704","12,649",7,76.70%,82.40%,-5.70%
02/06/2022,"$1,136,320 ","$910,557 ","$225,763 ",$1 ,113632000.00%,$99.79 ,$212.00 ,"11,387","12,649",7,90%,76.70%,13.30%
02/13/2022,"$1,272,705 ","$1,136,320 ","$136,385 ",$1 ,127270500.00%,$102.66 ,$212.00 ,"12,397","12,649",7,98%,90%,8%
02/20/2022,"$1,498,822 ","$1,272,705 ","$226,117 ",$1 ,149882200.00%,$121.47 ,$212.00 ,"12,339","12,649",7,97.50%,98%,-0.50%
02/27/2022,"$1,586,470 ","$1,498,822 ","$87,648 ",$1 ,158647000.00%,$116.50 ,$212.00 ,"13,618","14,456",8,94.20%,97.50%,-3.30%
03/06/2022,"$1,132,287 ","$1,586,470 ","($454,183)",$1 ,113228700.00%,$107.04 ,$212.00 ,"10,578","12,649",7,83.60%,94.20%,-10.60%
03/13/2022,"$1,504,749 ","$1,132,287 ","$372,462 ",$1 ,150474900.00%,$111.50 ,$212.00 ,"13,495","14,456",8,93.40%,83.60%,9.80%
03/20/2022,"$1,944,704 ","$1,504,749 ","$439,955 ",$1 ,194470400.00%,$130.51 ,$242.00 ,"14,901","14,936",8,99.80%,93.40%,6.40%
03/27/2022,"$1,855,219 ","$1,944,704 ","($89,485)",$1 ,185521900.00%,$126.72 ,$242.00 ,"14,640","14,936",8,98%,99.80%,-1.80%
04/03/2022,"$1,739,736 ","$1,855,219 ","($115,483)",$1 ,173973600.00%,$124.72 ,$242.00 ,"13,949","14,456",8,96.50%,98%,-1.50%
04/10/2022,"$1,866,191 ","$1,739,736 ","$126,455 ",$1 ,186619100.00%,$131.14 ,$242.00 ,"14,230","14,456",8,98.40%,96.50%,1.90%
04/17/2022,"$2,314,088 ","$1,866,191 ","$447,897 ",$1 ,231408800.00%,$145.10 ,$242.00 ,"15,948","16,263",9,98.10%,98.40%,-0.30%
04/24/2022,"$1,908,644 ","$2,314,088 ","($405,444)",$1 ,190864400.00%,$136.74 ,$230.00 ,"13,958","14,456",8,96.60%,98.10%,-1.50%
05/01/2022,"$1,196,763 ","$1,908,644 ","($711,881)",$1 ,119676300.00%,$112.81 ,$230.00 ,"10,609","14,456",8,73.40%,96.60%,-23.20%
05/08/2022,"$1,341,127 ","$1,196,763 ","$144,364 ",$1 ,134112700.00%,$119.06 ,$230.00 ,"11,264","14,456",8,77.90%,73.40%,4.50%
05/15/2022,"$1,361,373 ","$1,341,127 ","$20,246 ",$1 ,136137300.00%,$123.31 ,$230.00 ,"11,040","14,456",8,76.40%,77.90%,-1.50%
05/22/2022,"$1,572,052 ","$1,361,373 ","$210,679 ",$1 ,157205200.00%,$123.26 ,$230.00 ,"12,754","14,456",8,88.20%,76.40%,11.80%
05/29/2022,"$1,780,207 ","$1,572,052 ","$208,155 ",$1 ,178020700.00%,$130.30 ,$260.00 ,"13,662","14,456",8,94.50%,88.20%,6.30%
06/05/2022,"$1,691,594 ","$1,780,207 ","($88,613)",$1 ,169159400.00%,$125.53 ,$260.00 ,"13,476","14,456",8,93.20%,94.50%,-1.30%
06/12/2022,"$1,861,096 ","$1,691,594 ","$169,502 ",$1 ,186109600.00%,$130.39 ,$260.00 ,"14,273","14,456",8,98.70%,93.20%,5.50%
06/19/2022,"$1,894,999 ","$1,861,096 ","$33,903 ",$1 ,189499900.00%,$130.40 ,$260.00 ,"14,532","14,936",8,97.30%,98.70%,-1.40%
06/26/2022,"$1,968,156 ","$1,894,999 ","$73,157 ",$1 ,196815600.00%,$133.87 ,$260.00 ,"14,702","14,936",8,98.40%,97.30%,1.10%
07/03/2022,"$1,826,026 ","$1,968,156 ","($142,130)",$1 ,182602600.00%,$131.14 ,$260.00 ,"13,924","14,456",8,96.30%,98.40%,-2.10%
07/10/2022,"$1,595,480 ","$1,826,026 ","($230,546)",$1 ,159548000.00%,$129.93 ,$260.00 ,"12,280","14,456",8,84.90%,96.30%,-11.40%
07/17/2022,"$1,767,432 ","$1,595,480 ","$171,952 ",$1 ,176743200.00%,$132.10 ,$260.00 ,"13,379","14,456",8,92.50%,84.90%,7.60%
07/24/2022,"$1,846,484 ","$1,767,432 ","$79,052 ",$1 ,184648400.00%,$133.16 ,$260.00 ,"13,867","14,456",8,95.90%,92.50%,3.40%
07/31/2022,"$1,936,020 ","$1,846,484 ","$89,536 ",$1 ,193602000.00%,$132.16 ,$260.00 ,"14,649","16,263",9,90.10%,95.90%,-5.80%
08/07/2022,"$1,705,618 ","$1,936,020 ","($230,402)",$1 ,170561800.00%,$130.71 ,$260.00 ,"13,049","14,456",8,90.30%,90.10%,0.20%
08/14/2022,"$1,562,630 ","$1,705,618 ","($142,988)",$1 ,156263000.00%,$128.17 ,$260.00 ,"12,192","14,456",8,84.30%,90.30%,-6%
08/21/2022,"$1,590,189 ","$1,562,630 ","$27,559 ",$1 ,159018900.00%,$125.27 ,$250.00 ,"12,694","14,456",8,87.80%,84.30%,3.50%
08/28/2022,"$1,353,948 ","$1,590,189 ","($236,241)",$1 ,135394800.00%,$115.82 ,$250.00 ,"11,690","14,456",8,80.90%,87.80%,-6.90%
09/04/2022,"$1,534,385 ","$1,353,948 ","$180,437 ",$1 ,153438500.00%,$121.53 ,$250.00 ,"12,626","14,456",8,87.30%,80.90%,6.40%
09/11/2022,"$1,360,100 ","$1,534,385 ","($174,285)",$1 ,136010000.00%,$103.67 ,$250.00 ,"13,119","14,456",8,90.80%,87.30%,3.50%
09/18/2022,"$1,414,988 ","$1,360,100 ","$54,888 ",$1 ,141498750.00%,$106.00 ,$250.00 ,"13,349","14,456",8,92.30%,90.80%,1.50%
09/25/2022,"$1,496,980 ","$1,414,988 ","$81,993 ",$1 ,149698050.00%,$106.30 ,$250.00 ,"14,083","14,456",8,97.40%,92.30%,5.10%
10/02/2022,"$1,328,656 ","$1,496,980 ","($168,324)",$1 ,132865600.00%,$109.59 ,$250.00 ,"12,124","14,456",8,83.90%,97.40%,-13.50%
10/09/2022,"$1,839,357 ","$1,328,656 ","$510,701 ",$1 ,183935700.00%,$128.84 ,$250.00 ,"14,276","14,456",8,98.80%,83.90%,14.90%
10/16/2022,"$1,726,236 ","$1,839,357 ","($113,121)",$1 ,172623600.00%,$119.02 ,$250.00 ,"14,504","14,936",8,97.10%,98.80%,-1.70%
10/23/2022,"$1,610,381 ","$1,726,236 ","($115,855)",$1 ,161038100.00%,$117.45 ,$250.00 ,"13,711","14,456",8,94.80%,97.10%,-2.30%
10/30/2022,"$1,346,056 ","$1,610,381 ","($264,325)",$1 ,134605600.00%,$109.17 ,$250.00 ,"12,330","14,456",8,85.30%,94.80%,-9.50%
11/06/2022,"$1,413,132 ","$1,346,056 ","$67,076 ",$1 ,141313200.00%,$110.97 ,$250.00 ,"12,734","14,456",8,88.10%,85.30%,2.80%
11/13/2022,"$1,704,565 ","$1,413,132 ","$291,433 ",$1 ,170456500.00%,$120.94 ,$250.00 ,"14,094","14,456",8,97.50%,88.10%,9.40%
11/20/2022,"$1,619,326 ","$1,704,565 ","($85,239)",$1 ,161932600.00%,$121.18 ,$250.00 ,"13,363","14,456",8,92.40%,97.50%,-5.10%
11/27/2022,"$2,320,543 ","$1,619,326 ","$701,217 ",$1 ,232054300.00%,$157.39 ,$275.00 ,"14,744","14,936",8,98.70%,92.40%,6.30%
12/04/2022,"$1,824,793 ","$2,320,543 ","($495,750)",$1 ,182479300.00%,$132.01 ,$250.00 ,"13,823","14,456",8,95.60%,98.70%,-3.10%
12/11/2022,"$2,083,245 ","$1,824,793 ","$258,452 ",$1 ,208324500.00%,$136.72 ,$275.00 ,"15,237","15,408",8,98.90%,95.60%,3.30%
12/18/2022,"$2,159,025 ","$2,083,245 ","$75,780 ",$1 ,215902500.00%,$141.44 ,$275.00 ,"15,265","15,408",8,99.10%,98.90%,0.20%
12/25/2022,"$2,362,930 ","$2,159,025 ","$203,905 ",$1 ,236293000.00%,$156.28 ,$275.00 ,"15,120","15,408",8,98.10%,99.10%,-1%
01/01/2023,"$3,152,679 ","$2,362,930 ","$789,749 ",$1 ,315267900.00%,$181.88 ,$275.00 ,"17,334","17,334",9,100%,98.10%,1.90%
01/08/2023,"$1,982,764 ","$3,152,679 ","($1,169,915)",$1 ,198276400.00%,$129.60 ,$275.00 ,"15,299","15,408",8,99.30%,100%,-0.70%
01/15/2023,"$1,667,292 ","$1,982,764 ","($315,472)",$1 ,166729200.00%,$121.21 ,$275.00 ,"13,755","14,456",8,95.20%,99.30%,-4.10%
01/22/2023,"$1,657,436 ","$1,667,292 ","($9,855)",$1 ,165743650.00%,$114.37 ,$275.00 ,"14,492","14,936",8,97%,95.20%,1.80%
01/29/2023,"$1,549,246 ","$1,657,436 ","($108,190)",$1 ,154924650.00%,$109.09 ,$275.00 ,"14,201","14,456",8,98.20%,97%,1.20%
02/05/2023,"$1,492,754 ","$1,549,246 ","($56,492)",$1 ,149275450.00%,$104.73 ,$275.00 ,"14,254","14,456",8,98.60%,98.20%,0.40%
02/12/2023,"$1,466,260 ","$1,492,754 ","($26,495)",$1 ,146625950.00%,$99.02 ,$275.00 ,"14,808","14,936",8,99.10%,98.60%,0.50%
02/19/2023,"$1,791,292 ","$1,466,260 ","$325,032 ",$1 ,179129200.00%,$128.68 ,$275.00 ,"13,921","14,456",8,96.30%,99.10%,-2.80%
02/26/2023,"$1,781,581 ","$1,791,292 ","($9,711)",$1 ,178158100.00%,$121.75 ,$275.00 ,"14,633","14,936",8,98%,96.30%,1.70%
03/05/2023,"$1,388,296 ","$1,781,581 ","($393,285)",$1 ,138829600.00%,$108.26 ,$275.00 ,"12,824","14,456",8,88.70%,98%,-9.30%
03/12/2023,"$1,689,369 ","$1,388,296 ","$301,073 ",$1 ,168936900.00%,$114.98 ,$275.00 ,"14,693","14,936",8,98.40%,88.70%,9.70%
03/19/2023,"$2,038,192 ","$1,689,369 ","$348,823 ",$1 ,203819200.00%,$132.50 ,$275.00 ,"15,383","15,408",8,99.80%,98.40%,1.40%
03/26/2023,"$1,878,920 ","$2,038,192 ","($159,272)",$1 ,187892000.00%,$126.50 ,$275.00 ,"14,853","14,936",8,99.40%,99.80%,-0.40%
04/02/2023,"$2,001,359 ","$1,878,920 ","$122,439 ",$1 ,200135900.00%,$130.42 ,$275.00 ,"15,346","15,408",8,99.60%,99.40%,0.20%
04/09/2023,"$2,751,659 ","$2,001,359 ","$750,300 ",$1 ,275165900.00%,$158.81 ,$275.00 ,"17,327","17,334",9,100%,99.60%,0.40%
04/16/2023,"$2,251,012 ","$2,751,659 ","($500,647)",$1 ,225101200.00%,$147.53 ,$275.00 ,"15,258","15,408",8,99%,100%,-1%
04/23/2023,"$1,732,716 ","$2,251,012 ","($518,296)",$1 ,173271600.00%,$123.03 ,$275.00 ,"14,084","14,456",8,97.40%,99%,-1.60%
04/30/2023,"$1,652,822 ","$1,732,716 ","($79,894)",$1 ,165282200.00%,$120.45 ,$275.00 ,"13,722","14,456",8,94.90%,97.40%,-2.50%
05/07/2023,"$1,484,958 ","$1,652,822 ","($167,864)",$1 ,148495800.00%,$119.00 ,$275.00 ,"12,479","14,456",8,86.30%,94.90%,-8.60%
05/14/2023,"$1,500,186 ","$1,484,958 ","$15,228 ",$1 ,150018600.00%,$119.64 ,$275.00 ,"12,539","14,456",8,86.70%,86.30%,0.40%
05/21/2023,"$1,678,944 ","$1,500,186 ","$178,758 ",$1 ,167894400.00%,$120.92 ,$275.00 ,"13,885","14,456",8,96.10%,86.70%,9.40%
05/28/2023,"$1,825,756 ","$1,678,944 ","$146,812 ",$1 ,182575600.00%,$123.79 ,$275.00 ,"14,749","14,936",8,98.70%,96.10%,2.60%
06/04/2023,"$1,873,517 ","$1,825,756 ","$47,761 ",$1 ,187351700.00%,$126.90 ,$275.00 ,"14,764","14,936",8,98.80%,98.70%,0.10%
06/11/2023,"$1,954,264 ","$1,873,517 ","$80,747 ",$1 ,195426400.00%,$128.82 ,$275.00 ,"15,170","15,408",8,98.50%,98.80%,-0.30%
06/18/2023,"$1,985,112 ","$1,954,264 ","$30,848 ",$1 ,198511200.00%,$130.16 ,$275.00 ,"15,251","15,408",8,99%,98.50%,0.50%
06/25/2023,"$1,993,797 ","$1,985,112 ","$8,685 ",$1 ,199379700.00%,$130.98 ,$275.00 ,"15,222","15,408",8,98.80%,99%,-0.20%
07/02/2023,"$1,880,218 ","$1,993,797 ","($113,579)",$1 ,188021800.00%,$130.76 ,$275.00 ,"14,379","14,456",8,99.50%,98.80%,0.70%
07/09/2023,"$1,967,790 ","$1,880,218 ","$87,572 ",$1 ,196779000.00%,$132.37 ,$275.00 ,"14,866","14,936",8,99.50%,99.50%,0%
07/16/2023,"$1,802,596 ","$1,967,790 ","($165,194)",$1 ,180259600.00%,$130.33 ,$275.00 ,"13,831","14,456",8,95.70%,99.50%,-3.80%
07/23/2023,"$1,916,041 ","$1,802,596 ","$113,445 ",$1 ,191604100.00%,$131.65 ,$275.00 ,"14,554","14,936",8,97.40%,95.70%,1.70%
07/30/2023,"$2,139,425 ","$1,916,041 ","$223,384 ",$1 ,213942500.00%,$130.05 ,$275.00 ,"16,451","16,740",9,98.30%,97.40%,0.90%
08/06/2023,"$1,910,102 ","$2,139,425 ","($229,323)",$1 ,191010200.00%,$130.96 ,$275.00 ,"14,585","14,936",8,97.60%,98.30%,-0.70%
08/13/2023,"$1,808,293 ","$1,910,102 ","($101,809)",$1 ,180829300.00%,$130.32 ,$275.00 ,"13,876","14,456",8,96%,97.60%,-1.60%
08/20/2023,"$1,559,480 ","$1,808,293 ","($248,813)",$1 ,155948000.00%,$125.43 ,$275.00 ,"12,433","14,456",8,86%,96%,-10%
08/27/2023,"$1,514,362 ","$1,559,480 ","($45,118)",$1 ,151436200.00%,$121.39 ,$275.00 ,"12,475","14,456",8,86.30%,86%,0.30%
09/03/2023,"$1,697,026 ","$1,514,362 ","$182,664 ",$1 ,169702650.00%,$125.16 ,$275.00 ,"13,559","14,456",8,93.80%,86.30%,7.50%
09/10/2023,"$1,487,873 ","$1,697,026 ","($209,154)",$1 ,148787300.00%,$107.20 ,$275.00 ,"13,879","14,456",8,96%,93.80%,2.20%
09/17/2023,"$1,526,289 ","$1,487,873 ","$38,416 ",$1 ,152628900.00%,$107.59 ,$275.00 ,"14,186","14,456",8,98.10%,96%,2.10%
09/24/2023,"$1,321,960 ","$1,526,289 ","($204,329)",$1 ,132196000.00%,$118.82 ,$275.00 ,"11,126","14,456",8,77%,98.10%,-21.10%
10/01/2023,"$1,420,368 ","$1,321,960 ","$98,408 ",$1 ,142036800.00%,$120.20 ,$275.00 ,"11,817","14,456",8,81.70%,77%,4.70%
10/08/2023,"$1,926,142 ","$1,420,368 ","$505,774 ",$1 ,192614200.00%,$135.58 ,$275.00 ,"14,207","14,456",8,98.30%,81.70%,16.60%
10/15/2023,"$1,906,835 ","$1,926,142 ","($19,307)",$1 ,190683500.00%,$127.35 ,$275.00 ,"14,973","15,408",8,97.20%,98.30%,-1.10%
10/22/2023,"$1,809,977 ","$1,906,835 ","($96,858)",$1 ,180997700.00%,$124.83 ,$275.00 ,"14,499","14,936",8,97.10%,97.20%,-0.10%
10/29/2023,"$1,922,483 ","$1,809,977 ","$112,506 ",$1 ,192248300.00%,$137.09 ,$275.00 ,"14,023","14,456",8,97%,97.10%,-0.10%
11/05/2023,"$1,834,506 ","$1,922,483 ","($87,977)",$1 ,183450600.00%,$134.18 ,$275.00 ,"13,672","14,456",8,94.60%,97%,-2.40%
11/12/2023,"$1,864,500 ","$1,834,506 ","$29,994 ",$1 ,186450000.00%,$132.03 ,$275.00 ,"14,122","14,456",8,97.70%,94.60%,3.10%
11/19/2023,"$1,780,950 ","$1,864,500 ","($83,550)",$1 ,178095000.00%,$132.65 ,$275.00 ,"13,426","14,456",8,92.90%,97.70%,-4.80%
11/26/2023,"$2,573,538 ","$1,780,950 ","$792,588 ",$1 ,257353800.00%,$172.27 ,$275.00 ,"14,939","15,408",8,97%,92.90%,4.10%
12/03/2023,"$2,109,634 ","$2,573,538 ","($463,904)",$1 ,210963400.00%,$146.69 ,$275.00 ,"14,382","14,456",8,99.50%,97%,2.50%
12/10/2023,"$2,263,703 ","$2,109,634 ","$154,069 ",$1 ,226370300.00%,$147.44 ,$275.00 ,"15,353","15,408",8,99.60%,99.50%,0.10%
12/17/2023,"$2,309,240 ","$2,263,703 ","$45,537 ",$1 ,230924000.00%,$149.92 ,$275.00 ,"15,403","15,408",8,100%,99.60%,0.40%
12/24/2023,"$2,525,966 ","$2,309,240 ","$216,726 ",$1 ,252596600.00%,$164.13 ,$275.00 ,"15,390","15,408",8,99.90%,100%,-0.10%
12/31/2023,"$4,003,233 ","$2,525,966 ","$1,477,267 ",$1 ,400323300.00%,$231.01 ,$275.00 ,"17,329","17,334",9,100%,99.90%,0.10%
01/07/2024,"$2,124,815 ","$4,003,233 ","($1,878,418)",$1 ,212481500.00%,$139.99 ,$275.00 ,"15,178","15,408",8,98.50%,100%,-1.50%
01/14/2024,"$1,757,766 ","$2,124,815 ","($367,049)",$1 ,175776600.00%,$131.05 ,$275.00 ,"13,413","14,456",8,92.80%,98.50%,-5.70%
01/21/2024,"$1,695,760 ","$1,757,766 ","($62,006)",$1 ,169576000.00%,$118.94 ,$275.00 ,"14,257","14,456",8,98.60%,92.80%,5.80%
01/28/2024,"$1,634,334 ","$1,695,760 ","($61,426)",$1 ,163433350.00%,$112.34 ,$275.00 ,"14,548","14,936",8,97.40%,98.60%,-1.20%
02/04/2024,"$1,602,195 ","$1,634,334 ","($32,138)",$1 ,160219500.00%,$108.29 ,$275.00 ,"14,796","14,936",8,99.10%,97.40%,1.70%
02/11/2024,"$1,303,288 ","$1,602,195 ","($298,907)",$1 ,130328775.00%,$113.14 ,$275.00 ,"11,519","14,456",8,79.70%,99.10%,-19.40%
